Observations,Predictions,Station_Co,Station_Name
84.81959,95.37967,3004637,금산군(황풍교)
84.73953,95.37967,3004637,금산군(황풍교)
85.99039,95.37967,3004637,금산군(황풍교)
84.9897,95.37967,3004637,금산군(황풍교)
83.98902,95.37967,3004637,금산군(황풍교)
85.99039,95.37967,3004637,금산군(황풍교)
86.99107,95.37967,3004637,금산군(황풍교)
83.69882,95.37967,3004637,금산군(황풍교)
85.409996,95.37967,3004637,금산군(황풍교)
85.99039,95.37967,3004637,금산군(황풍교)
86.99107,95.37967,3004637,금산군(황풍교)
84.9897,95.37967,3004637,금산군(황풍교)
85.99039,95.37967,3004637,금산군(황풍교)
83.98902,95.37967,3004637,금산군(황풍교)
84.27922,95.37967,3004637,금산군(황풍교)
87.99176,95.37967,3004637,금산군(황풍교)
84.61945,95.37967,3004637,금산군(황풍교)
84.44933,95.37967,3004637,금산군(황풍교)
84.9897,95.37967,3004637,금산군(황풍교)
85.06976,95.37967,3004637,금산군(황풍교)
84.9897,95.37967,3004637,금산군(황풍교)
84.56942,95.37967,3004637,금산군(황풍교)
85.99039,95.37967,3004637,금산군(황풍교)
84.94968,95.37967,3004637,금산군(황풍교)
85.06976,95.37967,3004637,금산군(황풍교)
84.94968,95.37967,3004637,금산군(황풍교)
87.99176,95.37967,3004637,금산군(황풍교)
83.94899,95.37967,3004637,금산군(황풍교)
83.98902,95.37967,3004637,금산군(황풍교)
84.06908,95.37967,3004637,금산군(황풍교)
85.31993,95.37967,3004637,금산군(황풍교)
84.81959,95.37967,3004637,금산군(황풍교)
84.69951,95.37967,3004637,금산군(황풍교)
85.369965,95.37967,3004637,금산군(황풍교)
85.239876,95.37967,3004637,금산군(황풍교)
84.77956,95.37967,3004637,금산군(황풍교)
83.98902,95.37967,3004637,금산군(황풍교)
84.199165,95.37967,3004637,금산군(황풍교)
84.06908,95.37967,3004637,금산군(황풍교)
83.8189,95.37967,3004637,금산군(황풍교)
84.40931,95.37967,3004637,금산군(황풍교)
83.61877,95.37967,3004637,금산군(황풍교)
82.90828,95.37967,3004637,금산군(황풍교)
83.8189,95.37967,3004637,금산군(황풍교)
83.868935,95.37967,3004637,금산군(황풍교)
83.19848,95.37967,3004637,금산군(황풍교)
83.868935,95.37967,3004637,금산군(황풍교)
83.77888,95.37967,3004637,금산군(황풍교)
83.15845,95.37967,3004637,금산군(황풍교)
84.159134,95.37967,3004637,금산군(황풍교)
83.868935,95.37967,3004637,금산군(황풍교)
83.48868,95.37967,3004637,금산군(황풍교)
83.738846,95.37967,3004637,금산군(황풍교)
83.98902,95.37967,3004637,금산군(황풍교)
84.11911,95.37967,3004637,금산군(황풍교)
