Observations,Predictions,Station_Co,Station_Name
680.1235,433.96893,3012633,공주시(공주보상)
680.1235,451.5818,3012633,공주시(공주보상)
680.1235,446.31064,3012633,공주시(공주보상)
680.1235,448.4459,3012633,공주시(공주보상)
679.1228,453.49246,3012633,공주시(공주보상)
679.1228,480.00333,3012633,공주시(공주보상)
679.1228,459.40475,3012633,공주시(공주보상)
679.1228,500.2639,3012633,공주시(공주보상)
678.7926,462.57935,3012633,공주시(공주보상)
678.12213,438.79202,3012633,공주시(공주보상)
678.12213,431.72418,3012633,공주시(공주보상)
678.12213,445.67343,3012633,공주시(공주보상)
678.12213,481.3376,3012633,공주시(공주보상)
678.12213,506.56662,3012633,공주시(공주보상)
677.2515,458.29898,3012633,공주시(공주보상)
677.12146,437.32224,3012633,공주시(공주보상)
677.12146,425.9263,3012633,공주시(공주보상)
677.12146,437.49286,3012633,공주시(공주보상)
677.12146,448.2279,3012633,공주시(공주보상)
677.70184,432.33112,3012633,공주시(공주보상)
678.12213,449.51602,3012633,공주시(공주보상)
678.12213,449.51602,3012633,공주시(공주보상)
678.12213,449.51602,3012633,공주시(공주보상)
678.12213,449.51602,3012633,공주시(공주보상)
678.12213,449.51602,3012633,공주시(공주보상)
678.12213,449.51602,3012633,공주시(공주보상)
678.12213,449.51602,3012633,공주시(공주보상)
678.12213,449.51602,3012633,공주시(공주보상)
678.12213,449.51602,3012633,공주시(공주보상)
678.12213,464.72034,3012633,공주시(공주보상)
678.12213,472.10812,3012633,공주시(공주보상)
678.12213,451.67264,3012633,공주시(공주보상)
678.12213,407.93243,3012633,공주시(공주보상)
678.12213,427.08194,3012633,공주시(공주보상)
-1.3434448,451.6174,3012633,공주시(공주보상)
-1.3434448,441.4115,3012633,공주시(공주보상)
-1.3434448,444.85065,3012633,공주시(공주보상)
-1.3434448,458.91827,3012633,공주시(공주보상)
-1.3434448,449.51602,3012633,공주시(공주보상)
-1.3434448,449.51602,3012633,공주시(공주보상)
-1.3434448,444.72348,3012633,공주시(공주보상)
-1.3434448,468.50616,3012633,공주시(공주보상)
-1.3434448,459.1981,3012633,공주시(공주보상)
-1.3434448,394.03824,3012633,공주시(공주보상)
-1.3434448,448.0891,3012633,공주시(공주보상)
-1.3434448,453.35974,3012633,공주시(공주보상)
-1.3434448,443.03516,3012633,공주시(공주보상)
-1.3434448,441.90826,3012633,공주시(공주보상)
-1.3434448,449.51602,3012633,공주시(공주보상)
-1.3434448,449.51602,3012633,공주시(공주보상)
-1.3434448,449.51602,3012633,공주시(공주보상)
-1.3434448,449.51602,3012633,공주시(공주보상)
-1.3434448,449.51602,3012633,공주시(공주보상)
-1.3434448,449.51602,3012633,공주시(공주보상)
-1.3434448,449.51602,3012633,공주시(공주보상)
-1.3434448,449.51602,3012633,공주시(공주보상)
-1.3434448,449.51602,3012633,공주시(공주보상)
-1.3434448,449.51602,3012633,공주시(공주보상)
-1.3434448,449.51602,3012633,공주시(공주보상)
-1.3434448,449.51602,3012633,공주시(공주보상)
-1.3434448,449.51602,3012633,공주시(공주보상)
-1.3434448,449.51602,3012633,공주시(공주보상)
-1.3434448,449.51602,3012633,공주시(공주보상)
-1.3434448,449.51602,3012633,공주시(공주보상)
-1.3434448,449.51602,3012633,공주시(공주보상)
-1.3434448,449.51602,3012633,공주시(공주보상)
-1.3434448,449.51602,3012633,공주시(공주보상)
-1.3434448,449.51602,3012633,공주시(공주보상)
-1.3434448,449.51602,3012633,공주시(공주보상)
-1.3434448,449.51602,3012633,공주시(공주보상)
