RMSE,KGE,NSE,Station_Name,Station_Code
9506.841428212672,-0.0985999063247005,-0.07739631985980577,진안군(신용담교),3002630
25.304690363622058,0.07341784241782012,0.06125872376772157,진안군(감동교),3002650
24.332113615948014,0.32464733103203747,0.16078282389801202,무주군(대티교),3002655
16.787350946963045,0.4040664779156532,0.30148287031583443,무주군(신촌농2교),3003620
12.90610749112836,0.5220502270444176,0.4912809750182233,무주군(취수장),3003680
11.791165921285707,0.4619283714402017,0.391940219296963,금산군(음대교),3004645
36.47521032194573,0.26785018697066876,0.08616699958605067,금산군(적벽교),3004620
14.826795189115499,0.36416330671509733,0.24982291851724492,장수군(운곡교),3001605
31.205558729837474,0.2479398430414015,0.06466892963427084,금산군(황풍교),3004637
28.664123540746576,0.40283876126643314,0.2767599257513821,금산군(제원교),3008670
30.452904474503296,0.48397513251841184,0.43651957512880757,금산군(제원대교),3004640
20.27714300449151,0.35620667148268326,0.21775049002645974,장수군(장계제2교),3001610
843.6115761128331,-0.04998097453013961,-0.3642562566134733,영동군(호탄리),3004650
42.63644633431048,0.40188010890862313,0.2784124214509628,논산시(제내교),3013685
37.322150610066195,0.5249064661891497,0.5222181415225371,부여군(반조원리),3012685
34.559707148670476,0.5689317468503035,0.6304693452322059,논산시(동성교),3012690
14.83635050819959,0.5264174793586422,0.49584253475574414,금산군(문암교),3009620
37.24470511555759,0.4705921567274455,0.404578521521367,부여군(송학교),3012674
36.58060987508243,0.5524293376511424,0.600086515457396,논산시(논산대교),3013670
35.89445186272403,0.4568628476612989,0.41182797867598686,영동군(양강교),3004690
44.51526542769421,0.35910617477932216,0.24899667197460573,영동군(초강교),3004685
24.467049411349727,0.49974010866966967,0.47156860517376964,영동군(심천교),3005690
40.87891887123231,0.3312498755838791,0.17652640458772595,논산시(풋개다리),3013665
49.462206475858586,0.41138935173739233,0.3257253410417047,논산시(석성천교),3012681
37.000055996922875,0.40014751727032416,0.2862840199083889,옥천군(이원대교),3006680
19.813877577451983,0.5345555096158011,0.5191048889237517,영동군(백화교),3005675
20.06966176612268,0.470856824014354,0.4598418768702812,영동군(율리),3005680
37.58201571032288,0.568185366277987,0.6090366876693686,부여군(석동교),3012680
15.077367257498642,0.4099502324331127,0.30160816752165187,대전시(용촌교),3009650
16.03407999980069,0.43336447299340475,0.35976725395766473,대전시(두계교),3009655
41.40490016245976,0.5358431729436437,0.588124686702278,부여군(백제교),3012675
131.90473327854485,0.0801182673776416,-0.19496391077988684,장수군(연화교),3001620
13.611965632896139,0.5207174985251976,0.49287268639208004,대전시(복수교),3009630
45.47750347545112,0.024056418535945423,-0.2260259413669432,대전시(가수원교),3009665
15.51317501509987,0.5314773843624939,0.5138187902375656,옥천군(옥각교),3008630
45.94586220263195,0.5647232775792768,0.6061147822517376,부여군(백제보하),3012664
27.25270788981234,0.5500689670106067,0.5589114150748691,옥천군(산계교),3007660
50.902086454196066,0.13748642466975336,-0.11044675940046078,대전시(철갑교),3009645
29.614716268015677,0.563219771886001,0.5894566012963585,부여군(지천교),3012665
158.49300091362338,0.301561886728974,0.10137568789734286,청양군(백제보상),3012662
21.91346811833258,0.2095414038505391,-0.004203172920755671,진안군(송대교),3001630
19.31784660999203,0.5372647877310409,0.5729046794099064,대전시(만년교),3009670
21.375743291408313,0.4506182986938789,0.3963451940209939,대전시(한밭대교),3009673
11.419842830655137,0.39552153683620783,0.27796020960578893,대전시(대덕대교),3009675
14.740419043448805,0.5557758175652124,0.6018183076038037,대전시(원촌교),3009680
112.96255973824171,0.0655763464644995,-0.19122648616418125,진안군(성산리),3001640
58.967134221040915,0.5375063457236646,0.5656900414900299,청양군(신흥리),3012650
25.39650398070281,0.554927234719301,0.5729470117587014,보은군(기대교),3007650
11.069250694872055,0.5254489803024975,0.5156558367625739,청양군(지천교),3012655
36.298737657486726,0.1999493857799518,-0.004922567953131951,진안군(석정교),3001660
16.350297761466386,0.4578897806066634,0.3976157625714849,보은군(탄부교),3007640
116.53220357068912,0.4055571418341136,0.30808364194764015,공주시(마암리),3012612
10.371858080890235,0.5488033060474494,0.5399330351082474,세종시(도암교),3012607
24.420592273616666,0.5178249067999766,0.5348773407794769,대전시(신구교),3009693
1446.2131675692303,-0.002251488263213197,-0.2998335869149784,대전시(대청조정지댐),3008680
47.9119960435069,0.5169908242325426,0.5097231988819706,대전시(봉산동),3009698
38.619286219771126,0.4667192748722101,0.41455636712323274,대전시(금강1교),3008695
77.53095346181001,0.5613387642044452,0.5995064010388735,공주시(공주보하),3012634
350.14876180478393,0.2088669731208822,0.0015923372372682598,공주시(공주보상),3012633
101.46899487669967,0.5158827631229528,0.5048766724435205,세종시(세종보하),3012608
88.51435632658307,0.4309691718906641,0.3405345303311318,공주시(금강교),3012620
43.6900754934815,0.30600408436723237,0.1706190084159892,공주시(국재교),3012635
12.323761719853273,0.5782497697384519,0.5114554457340803,세종시(산봉교),3012609
3696.8035980351856,0.019803400524169512,-0.31469830464023607,청주시(대청댐),3008690
49.060309959833795,0.5505660530352854,0.5011236133168305,세종시(금남교),3012605
15.898642912686546,0.5359981767675972,0.5266103178303569,보은군(산성교),3007610
47.60277666602132,0.5209404119527532,0.5073801556020634,세종시(노호리),3010620
18.468082350659227,0.40272552718832577,0.27390536151858214,공주시(평소리),3012630
38.32517927311618,0.5509868079334246,0.567694894569299,세종시(명학리),3010660
24.792304316680813,0.36977025998761526,0.23670321182595078,공주시(오인교),3012625
36.49356306667683,0.5894915089505068,0.656863561432089,세종시(월산교),3011695
